counter txid numreads length
25931 FBtr0075133 0 4021
25932 FBtr0075132 112 2074
25933 FBtr0075135 0 1628
25934 FBtr0075134 0 3755
25935 FBtr0075137 160 2418
25936 FBtr0075136 0 1544
25937 FBtr0330359 178 2918
25938 FBtr0330358 190 2592
25939 FBtr0330353 288 4953
25940 FBtr0330352 0 5007
25941 FBtr0330351 718 10570
25942 FBtr0330350 0 2356
25943 FBtr0330357 162 2665
25944 FBtr0330356 0 2929
25945 FBtr0330355 358 6771
25946 FBtr0330354 66 2786
25947 FBtr0303706 0 6624
25948 FBtr0089408 0 3064
25949 FBtr0089409 0 3068
25950 FBtr0303707 0 6665
25951 FBtr0089402 0 2942
25952 FBtr0089403 0 2900
25953 FBtr0089400 208 2921
25954 FBtr0089401 0 3071
25955 FBtr0089406 0 2981
25956 FBtr0303704 0 6654
25957 FBtr0089404 0 2897
25958 FBtr0089405 0 2873
25959 FBtr0299999 0 1540
25960 FBtr0299998 0 1540
25961 FBtr0299993 0 2319
25962 FBtr0299992 0 2398
25963 FBtr0299991 0 2319
25964 FBtr0299990 0 2398
25965 FBtr0299997 0 1540
25966 FBtr0299996 0 1540
25967 FBtr0299995 86 1177
25968 FBtr0299994 78 895
25969 FBtr0303700 0 6753
25970 FBtr0303701 452 6852
25971 FBtr0303708 114 5407
25972 FBtr0303709 0 1954
25973 FBtr0075412 440 3999
25974 FBtr0075413 0 3279
25975 FBtr0082579 0 1049
25976 FBtr0082578 60 848
25977 FBtr0082576 0 1051
25978 FBtr0082575 0 793
25979 FBtr0082574 0 717
25980 FBtr0082573 0 736
25981 FBtr0082572 0 651
25982 FBtr0082571 50 723
25983 FBtr0082570 0 746
25984 FBtr0086409 0 135
25985 FBtr0086408 0 143
25986 FBtr0086407 0 135
25987 FBtr0086406 0 135
25988 FBtr0086405 0 135
25989 FBtr0086404 0 135
25990 FBtr0086403 0 135
25991 FBtr0086402 0 135
25992 FBtr0086401 0 135
25993 FBtr0086400 0 135
25994 FBtr0310427 0 6293
25995 FBtr0310426 0 6443
25996 FBtr0310425 326 5811
25997 FBtr0310424 236 4153
25998 FBtr0310423 0 4678
25999 FBtr0310422 0 4345
26000 FBtr0310421 152 2140
26001 FBtr0310420 112 1872
26002 FBtr0072211 0 3268
26003 FBtr0072210 0 2254
26004 FBtr0072213 244 3382
26005 FBtr0072212 0 3324
26006 FBtr0072215 322 4084
26007 FBtr0072214 0 3275
26008 FBtr0072217 0 3496
26009 FBtr0072216 550 5133
26010 FBtr0308255 0 17550
26011 FBtr0308254 0 17733
26012 FBtr0308257 0 5730
26013 FBtr0308256 0 1140
26014 FBtr0308251 498 7548
26015 FBtr0308253 1260 18006
26016 FBtr0308252 0 7127
26017 FBtr0073168 0 3151
26018 FBtr0084930 0 1337
26019 FBtr0333079 130 1988
26020 FBtr0333078 0 2574
26021 FBtr0084935 214 3293
26022 FBtr0084934 108 1492
26023 FBtr0084937 334 3045
26024 FBtr0084936 0 2919
26025 FBtr0333073 400 6451
26026 FBtr0333072 0 709
26027 FBtr0333071 708 10721
26028 FBtr0073163 228 3311
26029 FBtr0073164 0 588
26030 FBtr0073165 234 3641
26031 FBtr0333075 0 6734
26032 FBtr0333074 0 7274
26033 FBtr0307348 0 1124
26034 FBtr0307349 78 1025
26035 FBtr0307342 0 1272
26036 FBtr0307343 0 1047
26037 FBtr0307340 0 1592
26038 FBtr0307341 156 1443
26039 FBtr0307346 0 932
26040 FBtr0307347 0 1160
26041 FBtr0307344 104 1541
26042 FBtr0307345 118 1940
26043 FBtr0302648 0 3475
26044 FBtr0302649 0 3499
26045 FBtr0309618 0 22
26046 FBtr0309619 0 22
26047 FBtr0302644 228 3997
26048 FBtr0302645 268 4066
26049 FBtr0309614 0 23
26050 FBtr0302647 0 3506
26051 FBtr0309612 0 105
26052 FBtr0309613 0 21
26053 FBtr0309610 0 103
26054 FBtr0302643 0 3243
26055 FBtr0080944 0 712
26056 FBtr0080945 278 3972
26057 FBtr0080946 0 3929
26058 FBtr0080947 0 2243
26059 FBtr0080940 168 2247
26060 FBtr0080941 0 2469
26061 FBtr0080942 138 2340
26062 FBtr0303114 0 14120
26063 FBtr0303119 0 4752
26064 FBtr0303118 0 7820
26065 FBtr0304699 0 2548
26066 FBtr0304698 80 1138
26067 FBtr0304691 0 477
26068 FBtr0304690 144 1942
26069 FBtr0304693 0 687
26070 FBtr0304692 174 8307
26071 FBtr0304695 0 6434
26072 FBtr0304694 184 6536
26073 FBtr0304697 182 2481
26074 FBtr0304696 162 2431
26075 FBtr0084067 40 2204
26076 FBtr0084066 0 1736
26077 FBtr0084065 0 2230
26078 FBtr0084064 0 2281
26079 FBtr0084063 88 1749
26080 FBtr0084062 0 1836
26081 FBtr0084061 0 2195
26082 FBtr0084060 0 1961
26083 FBtr0084069 150 1673
26084 FBtr0084068 218 1876
26085 FBtr0082894 24 860
26086 FBtr0082895 0 1862
26087 FBtr0082897 66 1064
26088 FBtr0082890 0 1206
26089 FBtr0082891 78 1373
26090 FBtr0082892 0 3773
26091 FBtr0082898 0 1446
26092 FBtr0076147 0 1548
26093 FBtr0309969 0 3749
26094 FBtr0305256 0 2917
26095 FBtr0305257 0 1894
26096 FBtr0305255 176 2920
26097 FBtr0305258 0 1703
26098 FBtr0305259 80 1184
26099 FBtr0085819 0 1343
26100 FBtr0085815 0 3250
26101 FBtr0085814 0 1634
26102 FBtr0085816 0 3028
26103 FBtr0085811 0 2762
26104 FBtr0085810 0 1435
26105 FBtr0085813 100 1657
26106 FBtr0085812 206 2668
26107 FBtr0114613 0 11062
26108 FBtr0114616 226 3371
26109 FBtr0114617 200 3696
26110 FBtr0114614 0 3606
26111 FBtr0114615 0 3471
26112 FBtr0114618 324 3561
26113 FBtr0083307 108 1570
26114 FBtr0111068 0 7753
26115 FBtr0111069 520 7753
26116 FBtr0083303 0 442
26117 FBtr0083301 34 1644
26118 FBtr0111062 496 7747
26119 FBtr0111063 0 7717
26120 FBtr0111060 0 7699
26121 FBtr0111061 138 7702
26122 FBtr0111066 0 7705
26123 FBtr0111067 0 7705
26124 FBtr0111064 0 7711
26125 FBtr0111065 450 7753
26126 FBtr0079935 110 1416
26127 FBtr0079934 0 1145
26128 FBtr0079937 0 2571
26129 FBtr0079936 0 1227
26130 FBtr0079931 170 2040
26131 FBtr0079930 0 3154
26132 FBtr0079933 0 2560
26133 FBtr0079932 0 2087
26134 FBtr0079938 98 1373
26135 FBtr0300758 0 791
26136 FBtr0300759 0 2005
26137 FBtr0300754 70 4359
26138 FBtr0300755 272 4680
26139 FBtr0300756 0 2105
26140 FBtr0300750 0 2654
26141 FBtr0300751 0 2660
26142 FBtr0300752 0 1272
26143 FBtr0300753 0 1103
26144 FBtr0301403 0 2137
26145 FBtr0301402 0 3102
26146 FBtr0301401 0 3883
26147 FBtr0301400 0 3455
26148 FBtr0301407 224 3460
26149 FBtr0301405 86 1157
26150 FBtr0301404 28 2110
26151 FBtr0301409 0 3938
26152 FBtr0301408 0 3438
26153 FBtr0306754 0 6954
26154 FBtr0306755 0 5119
26155 FBtr0306752 346 4747
26156 FBtr0306753 0 6785
26157 FBtr0306750 0 3792
26158 FBtr0306751 0 3552
26159 FBtr0071328 86 1300
26160 FBtr0071329 294 3721
26161 FBtr0302989 0 574
26162 FBtr0302988 0 1075
26163 FBtr0302987 0 1006
26164 FBtr0302986 48 736
26165 FBtr0302985 0 2264
26166 FBtr0302984 160 2257
26167 FBtr0302982 126 2053
26168 FBtr0302981 158 2212
26169 FBtr0302980 0 2186
26170 FBtr0333149 0 1913
26171 FBtr0090013 0 5444
26172 FBtr0333148 0 3391
26173 FBtr0330600 0 1768
26174 FBtr0076114 0 1618
26175 FBtr0330602 136 2509
26176 FBtr0090017 0 5437
26177 FBtr0084846 0 1738
26178 FBtr0090016 506 5437
26179 FBtr0302042 0 3745
26180 FBtr0071838 136 6842
26181 FBtr0330607 0 6336
26182 FBtr0333142 0 2624
26183 FBtr0071834 130 2099
26184 FBtr0071835 0 1955
26185 FBtr0071836 46 725
26186 FBtr0330606 102 1516
26187 FBtr0071830 0 1710
26188 FBtr0073052 0 2477
26189 FBtr0071832 0 3987
26190 FBtr0071833 578 8387
26191 FBtr0302041 208 3715
26192 FBtr0073054 0 1969
26193 FBtr0073055 0 2566
26194 FBtr0073056 0 2202
26195 FBtr0073057 162 2454
26196 FBtr0078680 114 1580
26197 FBtr0078681 0 1612
26198 FBtr0302329 0 1472
26199 FBtr0302328 0 2900
26200 FBtr0078684 0 2702
26201 FBtr0078685 112 1849
26202 FBtr0078686 640 9687
26203 FBtr0303798 0 3500
26204 FBtr0078688 0 2583
26205 FBtr0302322 150 2649
26206 FBtr0302321 0 1093
26207 FBtr0302320 162 2558
26208 FBtr0302327 0 1771
26209 FBtr0302325 0 1550
26210 FBtr0302324 104 2011
26211 FBtr0332818 0 2362
26212 FBtr0080161 324 4441
26213 FBtr0307272 0 1406
26214 FBtr0331248 0 3317
26215 FBtr0331249 0 3263
26216 FBtr0075339 0 367
26217 FBtr0076140 112 9408
26218 FBtr0331242 0 8494
26219 FBtr0331243 0 3148
26220 FBtr0331240 682 8637
26221 FBtr0331241 102 7782
26222 FBtr0331246 0 1690
26223 FBtr0075332 0 3191
26224 FBtr0331244 0 3024
26225 FBtr0331245 0 1663
26226 FBtr0330199 0 3745
26227 FBtr0330198 198 3720
26228 FBtr0307271 290 4192
26229 FBtr0076688 0 2391
26230 FBtr0076689 0 3364
26231 FBtr0330191 0 1415
26232 FBtr0076687 36 1734
26233 FBtr0076684 126 2388
26234 FBtr0330192 0 4584
26235 FBtr0330195 242 3839
26236 FBtr0076683 0 912
26237 FBtr0330197 288 4964
26238 FBtr0330196 136 2039
26239 FBtr0079489 0 1654
26240 FBtr0307274 0 2625
26241 FBtr0079485 102 1622
26242 FBtr0079484 0 618
26243 FBtr0079487 54 1065
26244 FBtr0079486 0 1262
26245 FBtr0079481 36 479
26246 FBtr0079483 0 1083
26247 FBtr0079482 0 1820
26248 FBtr0075481 0 1340
26249 FBtr0075480 0 358
26250 FBtr0075483 0 650
26251 FBtr0075482 0 1379
26252 FBtr0075485 76 1500
26253 FBtr0075484 132 2314
26254 FBtr0309190 0 353
26255 FBtr0075489 0 4026
26256 FBtr0070557 0 487
26257 FBtr0071303 0 5247
26258 FBtr0071300 138 2668
26259 FBtr0071306 96 1372
26260 FBtr0090038 0 1345
26261 FBtr0071304 0 892
26262 FBtr0071305 0 952
26263 FBtr0090034 86 1337
26264 FBtr0071308 30 489
26265 FBtr0071309 26 423
26266 FBtr0079157 28 504
26267 FBtr0079156 0 448
26268 FBtr0079155 64 958
26269 FBtr0079154 134 1186
26270 FBtr0079153 0 1363
26271 FBtr0079152 0 719
26272 FBtr0079151 0 724
26273 FBtr0079150 66 1041
26274 FBtr0079159 8 430
26275 FBtr0079158 0 2205
26276 FBtr0084768 0 1148
26277 FBtr0304869 0 2123
26278 FBtr0304867 310 4422
26279 FBtr0304864 0 3281
26280 FBtr0304865 222 4031
26281 FBtr0304862 0 4239
26282 FBtr0304863 0 2284
26283 FBtr0304860 0 4094
26284 FBtr0304861 0 3190
26285 FBtr0077227 0 1257
26286 FBtr0077226 0 3079
26287 FBtr0077224 278 3927
26288 FBtr0077223 0 2363
26289 FBtr0077222 0 91
26290 FBtr0077221 166 2116
26291 FBtr0077220 34 573
26292 FBtr0072761 0 1230
26293 FBtr0072760 0 744
26294 FBtr0072763 84 1137
26295 FBtr0072762 70 889
26296 FBtr0072764 0 1724
26297 FBtr0072767 172 2336
26298 FBtr0072766 0 1258
26299 FBtr0072769 0 2260
26300 FBtr0072768 0 2332
26301 FBtr0299519 90 1467
26302 FBtr0299518 72 705
26303 FBtr0299517 0 1027
26304 FBtr0299516 314 4994
26305 FBtr0299515 0 2680
26306 FBtr0299514 0 1818
26307 FBtr0299513 126 1820
26308 FBtr0299510 0 3415
26309 FBtr0300419 0 4455
26310 FBtr0300418 0 2776
26311 FBtr0300413 0 4441
26312 FBtr0300412 0 5095
26313 FBtr0300411 74 1148
26314 FBtr0300410 0 2371
26315 FBtr0300417 196 2442
26316 FBtr0300416 82 4856
26317 FBtr0300415 0 2302
26318 FBtr0300414 220 3381
26319 FBtr0332456 0 5917
26320 FBtr0332457 0 658
26321 FBtr0332454 366 5806
26322 FBtr0332455 92 1549
26323 FBtr0332452 100 1900
26324 FBtr0332453 0 5283
26325 FBtr0332450 220 3291
26326 FBtr0332451 0 5349
26327 FBtr0332458 0 7591
26328 FBtr0332459 156 2111
26329 FBtr0309192 0 619
26330 FBtr0070948 426 5398
26331 FBtr0070943 0 1074
26332 FBtr0070559 0 5433
26333 FBtr0070946 124 2285
26334 FBtr0070945 200 3718
26335 FBtr0070944 0 1092
26336 FBtr0333503 224 3380
26337 FBtr0333502 294 4814
26338 FBtr0333501 0 7545
26339 FBtr0333500 162 2649
26340 FBtr0333507 234 2913
26341 FBtr0333506 0 1695
26342 FBtr0333505 0 3620
26343 FBtr0333504 170 2886
26344 FBtr0073418 398 6762
26345 FBtr0073419 0 2863
26346 FBtr0333509 0 5560
26347 FBtr0333508 0 3014
26348 FBtr0089663 0 1774
26349 FBtr0075818 88 1346
26350 FBtr0075819 50 2500
26351 FBtr0089660 178 2442
26352 FBtr0075812 736 7752
26353 FBtr0075813 178 2813
26354 FBtr0075810 0 1904
26355 FBtr0075811 118 2045
26356 FBtr0075817 0 2637
26357 FBtr0075814 170 2787
26358 FBtr0081569 0 2760
26359 FBtr0081568 0 1006
26360 FBtr0081561 0 73
26361 FBtr0081560 0 316
26362 FBtr0081563 130 1530
26363 FBtr0081562 38 559
26364 FBtr0081565 0 72
26365 FBtr0081564 0 977
26366 FBtr0081567 0 1435
26367 FBtr0081566 0 1005
26368 FBtr0113379 0 4109
26369 FBtr0084304 112 1866
26370 FBtr0084305 0 1306
26371 FBtr0084302 0 3821
26372 FBtr0084303 176 2551
26373 FBtr0084300 0 6017
26374 FBtr0084301 40 559
26375 FBtr0084308 186 1684
26376 FBtr0084309 0 978
26377 FBtr0076892 48 724
26378 FBtr0076891 0 739
26379 FBtr0076890 52 3438
26380 FBtr0076897 0 1055
26381 FBtr0076896 88 792
26382 FBtr0074600 0 72
26383 FBtr0076894 0 1430
26384 FBtr0076899 174 2572
26385 FBtr0076898 0 1814
26386 FBtr0074601 78 1244
26387 FBtr0080212 74 1184
26388 FBtr0080213 0 2009
26389 FBtr0080214 32 1196
26390 FBtr0080216 0 437
26391 FBtr0114451 0 4203
26392 FBtr0114452 0 4774
26393 FBtr0114453 0 2592
26394 FBtr0114454 48 865
26395 FBtr0114455 0 1166
26396 FBtr0114456 0 1749
26397 FBtr0083545 0 72
26398 FBtr0083544 0 72
26399 FBtr0083547 50 771
26400 FBtr0083546 0 1470
26401 FBtr0083541 62 1347
26402 FBtr0083540 0 1549
26403 FBtr0083543 0 4538
26404 FBtr0083542 398 5757
26405 FBtr0083549 0 3611
26406 FBtr0083548 0 3840
26407 FBtr0087655 0 966
26408 FBtr0087654 0 910
26409 FBtr0087656 0 1159
26410 FBtr0087651 150 2104
26411 FBtr0087650 0 1427
26412 FBtr0087652 0 506
26413 FBtr0087659 0 74
26414 FBtr0087658 0 74
26415 FBtr0075456 0 73
26416 FBtr0075457 120 1862
26417 FBtr0083899 0 3500
26418 FBtr0083894 0 1173
26419 FBtr0083892 94 1393
26420 FBtr0083891 0 1460
26421 FBtr0083890 0 301
26422 FBtr0331546 66 1172
26423 FBtr0310098 40 574
26424 FBtr0310099 0 531
26425 FBtr0310092 0 441
26426 FBtr0310093 172 2699
26427 FBtr0310090 0 111
26428 FBtr0310091 32 444
26429 FBtr0310096 0 2765
26430 FBtr0310097 186 2627
26431 FBtr0310094 0 2753
26432 FBtr0310095 182 2801
26433 FBtr0071422 0 1480
26434 FBtr0071421 0 1822
26435 FBtr0074763 88 1233
26436 FBtr0086218 0 2048
26437 FBtr0086219 0 2129
26438 FBtr0086216 52 805
26439 FBtr0086217 0 1626
26440 FBtr0086214 34 500
26441 FBtr0086215 34 494
26442 FBtr0086212 0 579
26443 FBtr0086210 50 854
26444 FBtr0086211 0 380
26445 FBtr0072409 0 1754
26446 FBtr0085495 332 3498
26447 FBtr0085494 0 3398
26448 FBtr0085497 144 2039
26449 FBtr0085496 0 4246
26450 FBtr0072400 166 2526
26451 FBtr0072401 0 2252
26452 FBtr0072402 148 2280
26453 FBtr0072403 138 1756
26454 FBtr0072404 0 543
26455 FBtr0072405 42 793
26456 FBtr0072406 60 751
26457 FBtr0081972 0 1525
26458 FBtr0078447 150 2772
26459 FBtr0309799 42 662
26460 FBtr0078445 0 2776
26461 FBtr0081977 0 958
26462 FBtr0078440 0 1049
26463 FBtr0078441 0 2544
26464 FBtr0309793 366 5397
26465 FBtr0309792 48 742
26466 FBtr0309791 124 1879
26467 FBtr0081979 0 2740
26468 FBtr0309797 56 1009
26469 FBtr0309796 0 3612
26470 FBtr0078448 0 1594
26471 FBtr0303834 0 558
26472 FBtr0303835 32 471
26473 FBtr0303836 0 6913
26474 FBtr0303837 0 720
26475 FBtr0303830 32 506
26476 FBtr0303831 0 508
26477 FBtr0303832 94 1422
26478 FBtr0303833 0 1752
26479 FBtr0308778 0 1648
26480 FBtr0308779 0 1620
26481 FBtr0308776 30 498
26482 FBtr0308777 0 1525
26483 FBtr0308774 152 2873
26484 FBtr0308775 48 766
26485 FBtr0308772 40 663
26486 FBtr0308773 0 679
26487 FBtr0308770 0 7607
26488 FBtr0308771 0 475
26489 FBtr0112939 0 2225
26490 FBtr0112938 0 2514
26491 FBtr0112935 0 1574
26492 FBtr0112937 0 3362
26493 FBtr0112930 0 5203
26494 FBtr0079315 128 1808
26495 FBtr0079314 124 2173
26496 FBtr0079311 162 2128
26497 FBtr0079310 0 2022
26498 FBtr0079313 106 2136
26499 FBtr0079312 0 4193
26500 FBtr0079319 64 887
26501 FBtr0091726 0 36
26502 FBtr0091727 0 36
26503 FBtr0091724 0 49
26504 FBtr0091725 0 36
26505 FBtr0091722 0 543
26506 FBtr0091723 0 636
26507 FBtr0091720 276 3400
26508 FBtr0091721 0 543
26509 FBtr0076136 0 2926
26510 FBtr0091728 0 36
26511 FBtr0091729 0 36
26512 FBtr0303302 0 966
26513 FBtr0303303 0 631
26514 FBtr0303300 40 623
26515 FBtr0303301 64 1122
26516 FBtr0303306 0 240
26517 FBtr0303307 0 192
26518 FBtr0303304 0 248
26519 FBtr0303305 0 342
26520 FBtr0303308 124 1533
26521 FBtr0303309 88 1139
26522 FBtr0301612 284 4186
26523 FBtr0305685 146 2424
26524 FBtr0305684 0 2045
26525 FBtr0305681 258 2512
26526 FBtr0305680 0 566
26527 FBtr0305683 146 1463
26528 FBtr0305682 78 1139
26529 FBtr0305689 198 3237
26530 FBtr0305688 0 3705
26531 FBtr0071034 0 1690
26532 FBtr0113328 238 3706
26533 FBtr0301618 522 8143
26534 FBtr0113323 0 3872
26535 FBtr0113322 0 4020
26536 FBtr0113321 96 1659
26537 FBtr0113327 0 4995
26538 FBtr0113325 0 860
26539 FBtr0113324 0 2812
26540 FBtr0082793 0 4367
26541 FBtr0306347 184 2419
26542 FBtr0071035 150 1634
26543 FBtr0082790 54 833
26544 FBtr0082797 186 3268
26545 FBtr0082796 324 5582
26546 FBtr0078943 0 1108
26547 FBtr0078942 0 2455
26548 FBtr0078941 50 2755
26549 FBtr0304331 0 88
26550 FBtr0304336 0 22
26551 FBtr0304337 0 92
26552 FBtr0304334 0 22
26553 FBtr0078944 362 3808
26554 FBtr0078949 0 1331
26555 FBtr0304339 0 57
26556 FBtr0071037 0 1802
26557 FBtr0301308 204 3046
26558 FBtr0301309 346 5081
26559 FBtr0301304 206 3205
26560 FBtr0301305 0 1697
26561 FBtr0301307 0 3942
26562 FBtr0301300 0 5585
26563 FBtr0301301 0 5476
26564 FBtr0301302 982 15850
26565 FBtr0301303 0 15829
26566 FBtr0074745 48 764
26567 FBtr0074744 102 1617
26568 FBtr0074749 0 2071
26569 FBtr0074748 0 2110
26570 FBtr0273193 0 14070
26571 FBtr0273192 0 14529
26572 FBtr0310543 254 4786
26573 FBtr0306653 0 2499
26574 FBtr0306652 116 2112
26575 FBtr0306651 98 1751
26576 FBtr0306650 0 1501
26577 FBtr0306657 0 1526
26578 FBtr0306656 210 3758
26579 FBtr0306655 0 1702
26580 FBtr0306654 0 4475
26581 FBtr0302826 0 325
26582 FBtr0302827 110 1627
26583 FBtr0302828 0 1578
26584 FBtr0071038 64 1087
26585 FBtr0332928 0 1899
26586 FBtr0332929 0 6377
26587 FBtr0071039 0 2152
26588 FBtr0332922 94 1623
26589 FBtr0332923 110 2014
26590 FBtr0332921 0 1473
26591 FBtr0332926 0 2655
26592 FBtr0332927 0 1628
26593 FBtr0332924 0 2176
26594 FBtr0332925 344 5305
26595 FBtr0070778 0 3105
26596 FBtr0070779 36 744
26597 FBtr0071374 156 1857
26598 FBtr0070772 0 4122
26599 FBtr0070773 0 4205
26600 FBtr0070774 0 4085
26601 FBtr0070775 0 4047
26602 FBtr0070776 24 519
26603 FBtr0070777 0 1782
26604 FBtr0299896 0 5682
26605 FBtr0299897 0 3575
26606 FBtr0299894 312 4275
26607 FBtr0299895 146 2966
26608 FBtr0299892 0 2867
26609 FBtr0299893 0 3424
26610 FBtr0299891 0 2245
26611 FBtr0078164 0 7227
26612 FBtr0078167 0 5230
26613 FBtr0078166 0 5155
26614 FBtr0078160 0 1124
26615 FBtr0078163 252 4350
26616 FBtr0299899 98 1565
26617 FBtr0070055 0 1038
26618 FBtr0075690 0 4440
26619 FBtr0075691 178 2644
26620 FBtr0075693 0 8497
26621 FBtr0331787 0 762
26622 FBtr0075695 0 5875
26623 FBtr0331785 0 1097
26624 FBtr0075697 56 923
26625 FBtr0075698 0 667
26626 FBtr0075699 142 2437
26627 FBtr0331789 234 3357
26628 FBtr0331788 0 4157
26629 FBtr0070054 0 2034
26630 FBtr0071371 10 825
26631 FBtr0070057 190 1995
26632 FBtr0070056 0 1838
26633 FBtr0077920 0 2088
26634 FBtr0077921 0 5495
26635 FBtr0077922 0 687
26636 FBtr0070258 0 1302
26637 FBtr0077924 38 665
26638 FBtr0077925 40 611
26639 FBtr0077926 0 860
26640 FBtr0077928 0 211
26641 FBtr0077929 94 1351
26642 FBtr0070050 84 2191
26643 FBtr0076347 0 2015
26644 FBtr0076344 120 1975
26645 FBtr0076343 290 4274
26646 FBtr0076340 0 3138
26647 FBtr0076349 0 1016
26648 FBtr0076348 0 1096
26649 FBtr0077698 86 1363
26650 FBtr0077699 0 757
26651 FBtr0077692 34 660
26652 FBtr0077693 84 1510
26653 FBtr0077691 22 1191
26654 FBtr0077697 0 830
26655 FBtr0077694 0 762
26656 FBtr0070255 0 1391
26657 FBtr0073333 78 1063
26658 FBtr0333208 374 7638
26659 FBtr0073334 60 923
26660 FBtr0073337 0 2425
26661 FBtr0073336 0 645
26662 FBtr0073339 0 2525
26663 FBtr0073338 0 965
26664 FBtr0333206 0 9824
26665 FBtr0333207 196 3000
26666 FBtr0333200 0 3222
26667 FBtr0333201 194 3328
26668 FBtr0333202 198 3370
26669 FBtr0333203 384 6398
26670 FBtr0299709 826 7381
26671 FBtr0299706 356 5656
26672 FBtr0299707 216 3437
26673 FBtr0299705 0 4846
26674 FBtr0299700 0 4377
26675 FBtr0332298 0 1958
26676 FBtr0073599 118 1340
26677 FBtr0332299 0 1472
26678 FBtr0073595 464 4257
26679 FBtr0073594 192 3437
26680 FBtr0073596 320 4715
26681 FBtr0073591 94 1102
26682 FBtr0073590 72 3790
26683 FBtr0073593 0 654
26684 FBtr0302224 230 3653
26685 FBtr0332553 0 1579
26686 FBtr0332552 110 1630
26687 FBtr0332551 0 644
26688 FBtr0332550 48 655
26689 FBtr0332557 0 4837
26690 FBtr0332556 144 1999
26691 FBtr0332555 0 2397
26692 FBtr0332554 0 4173
26693 FBtr0074648 0 1890
26694 FBtr0074649 64 1199
26695 FBtr0332559 100 1411
26696 FBtr0332558 320 5161
26697 FBtr0085925 0 2648
26698 FBtr0332296 0 3173
26699 FBtr0085927 40 621
26700 FBtr0085926 0 576
26701 FBtr0300556 0 4066
26702 FBtr0300557 0 4053
26703 FBtr0300554 264 4135
26704 FBtr0300555 0 4740
26705 FBtr0070156 38 580
26706 FBtr0075997 0 2196
26707 FBtr0075995 0 1637
26708 FBtr0075993 80 1101
26709 FBtr0075992 86 1412
26710 FBtr0075991 0 1513
26711 FBtr0075990 0 600
26712 FBtr0070157 0 549
26713 FBtr0075999 292 4940
26714 FBtr0075998 0 4940
26715 FBtr0080539 88 1456
26716 FBtr0080538 0 5672
26717 FBtr0075831 0 83
26718 FBtr0080531 0 654
26719 FBtr0080532 130 2469
26720 FBtr0080535 0 4977
26721 FBtr0331921 0 6500
26722 FBtr0080537 0 5799
26723 FBtr0080536 0 2233
26724 FBtr0075833 0 4628
26725 FBtr0112838 0 3212
26726 FBtr0112834 110 2118
26727 FBtr0112835 550 4992
26728 FBtr0112836 0 3653
26729 FBtr0112837 0 3040
26730 FBtr0112830 802 10703
26731 FBtr0112833 0 1434
26732 FBtr0075836 0 223
26733 FBtr0075837 0 513
26734 FBtr0111118 0 6655
26735 FBtr0111119 0 6704
26736 FBtr0089318 48 669
26737 FBtr0089319 0 1313
26738 FBtr0089312 302 4579
26739 FBtr0089313 164 2378
26740 FBtr0089310 0 4314
26741 FBtr0089311 0 4037
26742 FBtr0089316 0 2067
26743 FBtr0089314 0 2178
26744 FBtr0089315 0 2125
26745 FBtr0333330 0 1450
26746 FBtr0333331 466 6565
26747 FBtr0333334 446 5937
26748 FBtr0333335 0 3924
26749 FBtr0333336 234 3540
26750 FBtr0333337 544 9386
26751 FBtr0086886 0 5746
26752 FBtr0084535 0 1321
26753 FBtr0084534 0 2791
26754 FBtr0084537 0 1950
26755 FBtr0084536 132 2095
26756 FBtr0084530 0 2396
26757 FBtr0084533 0 3601
26758 FBtr0084532 110 1936
26759 FBtr0084539 30 539
26760 FBtr0084538 0 1823
26761 FBtr0310116 0 324
26762 FBtr0310115 0 182
26763 FBtr0310114 70 1163
26764 FBtr0310113 52 745
26765 FBtr0310112 100 1380
26766 FBtr0310111 32 528
26767 FBtr0310110 106 1488
26768 FBtr0088193 48 887
26769 FBtr0088192 38 621
26770 FBtr0088191 0 451
26771 FBtr0088190 54 829
26772 FBtr0088197 18 960
26773 FBtr0088196 184 2818
26774 FBtr0088195 0 441
26775 FBtr0088194 36 481
26776 FBtr0088199 32 498
26777 FBtr0088198 0 1546
26778 FBtr0100218 60 923
26779 FBtr0308094 0 1145
26780 FBtr0308093 100 1956
26781 FBtr0308092 0 3205
26782 FBtr0308091 0 961
26783 FBtr0308090 0 2103
26784 FBtr0100136 0 2779
26785 FBtr0100137 0 1456
26786 FBtr0100134 248 3694
26787 FBtr0100135 0 2820
26788 FBtr0100132 248 3696
26789 FBtr0100130 0 1880
26790 FBtr0100131 0 1604
26791 FBtr0100138 0 912
26792 FBtr0082269 0 1102
26793 FBtr0082268 34 487
26794 FBtr0082267 86 1507
26795 FBtr0082266 0 3044
26796 FBtr0082265 226 3098
26797 FBtr0082264 0 3289
26798 FBtr0082260 0 3628
26799 FBtr0301850 86 1589
26800 FBtr0301851 0 2329
26801 FBtr0301852 0 1010
26802 FBtr0301853 0 730
26803 FBtr0301854 0 397
26804 FBtr0301856 0 1132
26805 FBtr0301857 0 2581
26806 FBtr0301858 0 5383
26807 FBtr0301859 0 1480
26808 FBtr0087378 80 1381
26809 FBtr0087379 0 1350
26810 FBtr0087376 0 1352
26811 FBtr0087377 0 1399
26812 FBtr0087374 0 4307
26813 FBtr0087375 38 1370
26814 FBtr0087373 298 4310
26815 FBtr0087370 322 4299
26816 FBtr0087371 238 3348
