geneID transcriptID
42660 RIN2 NM_018993
42661 NAA20 NM_016100
42662 NAA20 NM_181528
42663 NAA20 NM_181527
42664 CRNKL1 NM_001278627
42665 CRNKL1 NM_001278626
42666 CRNKL1 NM_001278628
42667 CRNKL1 NM_001278625
42668 CRNKL1 NM_016652
42669 C20orf26 NM_015585
42670 C20orf26 NM_001167816
42671 INSM1 NM_002196
42672 RALGAPA2 NM_020343
42673 KIZ NM_018474
42674 KIZ NM_001163022
42675 KIZ NM_001163023
42676 KIZ NM_001276389
42677 LOC101929591 NR_109956
42678 XRN2 NM_012255
42679 NKX2-4 NM_033176
42680 NKX2-2 NM_002509
42681 LOC101929625 NR_109880
42682 LOC101929608 NR_109878
42683 PAX1 NM_001257096
42684 PAX1 NM_006192
42685 LOC100270679 NR_038394
42686 LOC101929663 NR_110615
42687 LOC284788 NR_027090
42688 LOC284788 NR_027089
42689 LINC00261 NR_001558
42690 FOXA2 NM_153675
42691 FOXA2 NM_021784
42692 LOC101929685 NR_109883
42693 SSTR4 NM_001052
42694 THBD NM_000361
42695 CD93 NM_012072
42696 LINC00656 NR_034149
42697 NXT1 NM_013248
42698 LOC100505683 NR_109884
42699 GZF1 NM_022482
42700 NAPB NR_104266
42701 NAPB NM_001283018
42702 NAPB NM_022080
42703 NAPB NM_001283020
42704 NAPB NM_001283026
42705 CSTL1 NM_138283
42706 CST11 NM_130794
42707 CST11 NM_080830
42708 CST8 NM_001281730
42709 CST8 NM_005492
42710 CST13P NR_001279
42711 CST9L NM_080610
42712 CST9 NM_001008693
42713 CST3 NM_001288614
42714 CST3 NM_000099
42715 CST4 NM_001899
42716 CST1 NM_001898
42717 CST2 NM_001322
42718 CST5 NM_001900
42719 GGTLC1 NM_178311
42720 GGTLC1 NM_178312
42721 FLJ33581 NR_040102
42722 SYNDIG1 NM_024893
42723 CST7 NM_003650
42724 APMAP NM_020531
42725 ACSS1 NM_001252677
42726 ACSS1 NM_032501
42727 ACSS1 NM_001252675
42728 ACSS1 NM_001252676
42729 VSX1 NM_001256272
42730 VSX1 NR_045948
42731 VSX1 NM_001256271
42732 VSX1 NR_045951
42733 VSX1 NM_014588
42734 VSX1 NM_199425
42735 LOC284798 NR_027091
42736 LOC284798 NR_027093
42737 LOC284798 NR_027092
42738 LOC101926889 NR_109994
42739 ENTPD6 NM_001247
42740 ENTPD6 NM_001114089
42741 PYGB NM_002862
42742 ABHD12 NM_015600
42743 ABHD12 NM_001042472
42744 GINS1 NM_021067
42745 NINL NM_025176
42746 NANP NM_152667
42747 ZNF337 NM_001290261
42748 ZNF337 NM_015655
42749 FAM182B NR_027061
42750 FAM182B NR_026714
42751 LOC101926935 NR_110001
42752 LOC101926955 NR_110003
42753 LOC100134868 NR_004846
42754 FAM182A NR_026713
42755 NCOR1P1 NR_003678
42756 LOC284801 NR_040095
42757 MIR663A NR_030386
42758 FRG1B NR_003579
42759 MLLT10P1 NR_045115
42760 DEFB115 NM_001037730
42761 DEFB116 NM_001037731
42762 DEFB118 NM_054112
42763 DEFB119 NR_073152
42764 DEFB119 NM_153289
42765 DEFB119 NR_073151
42766 DEFB119 NR_073153
42767 DEFB119 NM_001271209
42768 DEFB119 NM_153323
42769 DEFB121 NM_001171832
42770 DEFB121 NM_001011878
42771 DEFB122 NR_045677
42772 DEFB123 NM_153324
42773 DEFB124 NM_001037500
42774 REM1 NM_014012
42775 LINC00028 NR_024358
42776 HM13 NM_178580
42777 HM13 NM_178581
42778 HM13 NM_178582
42779 HM13 NM_030789
42780 MCTS2P NR_003677
42781 HM13-AS1 NR_046853
42782 ID1 NM_002165
42783 ID1 NM_181353
42784 MIR3193 NR_036161
42785 COX4I2 NM_032609
42786 BCL2L1 NM_001191
42787 BCL2L1 NM_138578
42788 TPX2 NM_012112
42789 MYLK2 NM_033118
42790 FOXS1 NM_004118
42791 DUSP15 NM_080611
42792 DUSP15 NM_177991
42793 DUSP15 NM_001012644
42794 TTLL9 NM_001008409
42795 PDRG1 NM_030815
42796 XKR7 NM_001011718
42797 CCM2L NM_080625
42798 HCK NM_001172129
42799 HCK NM_001172131
42800 HCK NM_001172132
42801 HCK NM_001172130
42802 HCK NM_002110
42803 HCK NM_001172133
42804 TM9SF4 NM_014742
42805 TSPY26P NR_002781
42806 PLAGL2 NM_002657
42807 POFUT1 NM_015352
42808 POFUT1 NM_172236
42809 KIF3B NM_004798
42810 ASXL1 NM_015338
42811 ASXL1 NM_001164603
42812 NOL4L NM_001256798
42813 NOL4L NM_080616
42814 LOC101929698 NR_110619
42815 LOC149950 NR_034152
42816 C20orf203 NM_182584
42817 COMMD7 NM_053041
42818 COMMD7 NM_001099339
42819 DNMT3B NM_001207056
42820 DNMT3B NM_001207055
42821 DNMT3B NM_175848
42822 DNMT3B NM_175849
42823 DNMT3B NM_006892
42824 DNMT3B NM_175850
42825 MAPRE1 NM_012325
42826 SUN5 NM_080675
42827 BPIFB2 NM_025227
42828 BPIFB6 NM_174897
42829 BPIFB3 NM_182658
42830 BPIFB4 NM_182519
42831 BPIFA2 NM_080574
42832 BPIFA4P NR_026760
42833 BPIFA3 NM_001042439
42834 BPIFA3 NM_178466
42835 BPIFA1 NM_001243193
42836 BPIFA1 NM_016583
42837 BPIFA1 NM_130852
42838 BPIFB1 NM_033197
42839 CDK5RAP1 NM_001278168
42840 CDK5RAP1 NM_016408
42841 CDK5RAP1 NM_001278169
42842 CDK5RAP1 NM_001278167
42843 CDK5RAP1 NM_016082
42844 SNTA1 NM_003098
42845 CBFA2T2 NM_001032999
42846 CBFA2T2 NM_001039709
42847 CBFA2T2 NM_005093
42848 NECAB3 NM_031232
42849 NECAB3 NM_031231
42850 C20orf144 NM_080825
42851 ACTL10 NM_001024675
42852 E2F1 NM_005225
42853 PXMP4 NM_007238
42854 PXMP4 NM_183397
42855 ZNF341 NR_104259
42856 ZNF341 NM_001282935
42857 ZNF341 NM_001282933
42858 ZNF341 NM_032819
42859 LOC101929746 NR_110623
42860 CHMP4B NM_176812
42861 LOC101926888 NR_109886
42862 LOC101926888 NR_109885
42863 RALY NM_016732
42864 RALY NM_007367
42865 MIR4755 NR_039911
42866 EIF2S2 NM_003908
42867 ASIP NM_001672
42868 AHCY NM_001161766
42869 AHCY NM_000687
42870 ITCH NM_001257137
42871 ITCH NM_001257138
42872 ITCH NM_031483
42873 MIR644A NR_030374
42874 DYNLRB1 NM_001281727
42875 DYNLRB1 NM_014183
42876 DYNLRB1 NM_001281729
42877 DYNLRB1 NR_104032
42878 DYNLRB1 NM_177953
42879 DYNLRB1 NM_001281728
42880 MAP1LC3A NM_181509
42881 MAP1LC3A NM_032514
42882 PIGU NM_080476
42883 TP53INP2 NM_021202
42884 NCOA6 NM_001242539
42885 NCOA6 NM_014071
42886 HMGB3P1 NR_002165
42887 GGT7 NM_178026
42888 ACSS2 NM_001242393
42889 ACSS2 NM_001076552
42890 ACSS2 NM_018677
42891 GSS NM_000178
42892 MYH7B NM_020884
42893 MIR499A NR_030223
42894 MIR499B NR_039912
42895 TRPC4AP NM_199368
42896 TRPC4AP NM_015638
42897 EDEM2 NM_001145025
42898 EDEM2 NM_018217
42899 EDEM2 NR_026728
42900 PROCR NM_006404
42901 MMP24 NM_006690
42902 MMP24-AS1 NR_102705
42903 MMP24-AS1 NR_102706
42904 EIF6 NM_181468
42905 EIF6 NR_052023
42906 EIF6 NM_181466
42907 EIF6 NM_001267810
42908 EIF6 NM_002212
42909 EIF6 NR_052022
42910 EIF6 NR_052024
42911 FAM83C-AS1 NR_109815
42912 FAM83C NM_178468
42913 UQCC1 NM_199487
42914 UQCC1 NM_001184977
42915 UQCC1 NM_018244
42916 GDF5 NM_000557
42917 CEP250 NM_007186
42918 C20orf173 NR_026933
42919 C20orf173 NM_001145350
42920 ERGIC3 NM_198398
42921 ERGIC3 NM_015966
42922 FER1L4 NR_119376
42923 SPAG4 NM_003116
42924 CPNE1 NR_037188
42925 CPNE1 NM_152926
42926 CPNE1 NM_001198863
42927 CPNE1 NM_003915
42928 CPNE1 NM_152927
42929 CPNE1 NM_152925
42930 CPNE1 NM_152928
42931 RBM12 NM_001198840
42932 RBM12 NM_152838
42933 RBM12 NM_001198838
42934 RBM12 NM_006047
42935 NFS1 NM_021100
42936 NFS1 NM_001198989
42937 NFS1 NR_037570
42938 ROMO1 NM_080748
42939 RBM39 NR_040724
42940 RBM39 NM_004902
42941 RBM39 NR_040722
42942 RBM39 NM_001242599
42943 RBM39 NM_184234
42944 RBM39 NM_001242600
42945 RBM39 NR_040723
42946 PHF20 NM_016436
42947 SCAND1 NM_033630
42948 SCAND1 NM_016558
42949 CNBD2 NM_001207076
42950 CNBD2 NM_080834
42951 LINC00657 NR_027451
42952 EPB41L1 NM_001258331
42953 EPB41L1 NM_001258329
42954 EPB41L1 NM_177996
42955 EPB41L1 NM_001258330
42956 EPB41L1 NM_012156
42957 AAR2 NM_001271874
42958 AAR2 NM_015511
42959 DLGAP4 NM_014902
42960 DLGAP4 NM_001042486
42961 DLGAP4 NM_183006
42962 LOC101926987 NR_109939
42963 MYL9 NM_181526
42964 MYL9 NM_006097
42965 TGIF2 NM_001199513
42966 TGIF2 NM_001199514
42967 TGIF2 NM_021809
42968 TGIF2 NM_001199515
42969 TGIF2-C20orf24 NM_001199535
42970 C20orf24 NM_001199534
42971 C20orf24 NM_199483
42972 C20orf24 NR_026562
42973 C20orf24 NM_018840
42974 SLA2 NM_032214
42975 SLA2 NM_175077
42976 NDRG3 NM_032013
42977 NDRG3 NM_022477
42978 NDRG3 NR_038370
42979 DSN1 NM_024918
42980 DSN1 NM_001145315
42981 DSN1 NM_001145316
42982 DSN1 NM_001145318
42983 DSN1 NM_001145317
42984 SOGA1 NM_199181
42985 SOGA1 NM_080627
42986 TLDC2 NM_080628
42987 SAMHD1 NM_015474
42988 RBL1 NM_002895
42989 RBL1 NM_183404
42990 MROH8 NM_152503
42991 MROH8 NM_213632
42992 MROH8 NM_213631
42993 RPN2 NM_001135771
42994 RPN2 NM_002951
42995 GHRH NM_001184731
42996 GHRH NM_021081
42997 MANBAL NM_022077
42998 MANBAL NM_001003897
42999 SRC NM_005417
43000 SRC NM_198291
43001 BLCAP NM_001167821
43002 BLCAP NM_001167822
43003 BLCAP NM_001167820
43004 BLCAP NM_006698
43005 BLCAP NM_001167823
43006 NNAT NM_181689
43007 NNAT NM_005386
43008 LINC00489 NR_047461
43009 LOC100287792 NR_040021
43010 CTNNBL1 NM_001281495
43011 CTNNBL1 NM_030877
43012 VSTM2L NM_080607
43013 TTI1 NM_014657
43014 RPRD1B NM_021215
43015 TGM2 NM_004613
43016 TGM2 NM_198951
43017 KIAA1755 NM_001029864
43018 LOC149684 NR_104170
43019 BPI NM_001725
43020 LBP NM_004139
43021 SNHG17 NR_027241
43022 SNHG17 NR_015366
43023 SNORA71B NR_002910
43024 SNORA71A NR_002911
43025 SNORA71C NR_003017
43026 SNORA71D NR_003018
43027 SNHG11 NR_003239
43028 SNORA71E NR_002972
43029 SNORA60 NR_002986
43030 RALGAPB NM_001282917
43031 RALGAPB NM_020336
43032 RALGAPB NM_001282918
43033 ADIG NM_001018082
43034 ARHGAP40 NM_001164431
43035 SLC32A1 NM_080552
43036 ACTR5 NM_024855
43037 PPP1R16B NM_001172735
43038 PPP1R16B NM_015568
43039 FAM83D NM_030919
43040 DHX35 NR_033905
43041 DHX35 NM_001190809
43042 DHX35 NM_021931
43043 LOC339568 NR_027124
43044 LINC01370 NR_109936
43045 LINC01370 NR_109937
43046 MAFB NM_005461
43047 TOP1 NM_003286
43048 LOC101927117 NR_109889
43049 PLCG1 NM_182811
43050 PLCG1 NM_002660
43051 MIR6871 NR_106931
43052 ZHX3 NM_015035
43053 LPIN3 NM_022896
43054 EMILIN3 NM_052846
43055 CHD6 NM_032221
43056 PTPRT NM_007050
43057 PTPRT NM_133170
43058 LOC101927159 NR_110004
43059 SRSF6 NR_034009
43060 SRSF6 NM_006275
43061 L3MBTL1 NM_032107
43062 L3MBTL1 NM_015478
43063 SGK2 NM_170693
43064 SGK2 NM_001199264
43065 SGK2 NM_016276
43066 IFT52 NM_016004
43067 MYBL2 NM_002466
43068 MYBL2 NM_001278610
43069 GTSF1L NM_001008901
43070 GTSF1L NM_176791
43071 TOX2 NM_001098797
43072 TOX2 NM_001098796
43073 TOX2 NM_032883
43074 TOX2 NM_001098798
43075 JPH2 NM_020433
43076 JPH2 NM_175913
43077 OSER1 NM_016470
43078 OSER1-AS1 NR_038339
43079 OSER1-AS1 NR_038338
43080 OSER1-AS1 NR_038337
43081 GDAP1L1 NM_001256738
43082 GDAP1L1 NM_024034
43083 GDAP1L1 NM_001256739
43084 GDAP1L1 NM_001256737
43085 GDAP1L1 NR_046353
43086 GDAP1L1 NM_001256740
43087 FITM2 NM_001080472
43088 R3HDML NM_178491
43089 HNF4A NM_001030003
43090 HNF4A NM_001287183
43091 HNF4A NM_001030004
43092 HNF4A NM_001287184
43093 HNF4A NM_175914
43094 HNF4A NM_001287182
43095 HNF4A-AS1 NR_109949
43096 HNF4A NM_178849
43097 HNF4A NM_001258355
43098 HNF4A NM_000457
43099 HNF4A NM_178850
43100 MIR3646 NR_037419
43101 LOC101927242 NR_109893
43102 C20orf62 NM_001287807
43103 TTPAL NM_001261839
43104 TTPAL NM_024331
43105 TTPAL NM_001039199
43106 SERINC3 NM_198941
43107 SERINC3 NM_006811
43108 PKIG NM_181805
43109 PKIG NM_007066
43110 PKIG NM_181804
43111 PKIG NM_001281444
43112 PKIG NM_001281445
43113 ADA NM_000022
43114 LINC01260 NR_034104
43115 WISP2 NM_003881
43116 KCNK15 NM_022358
43117 RIMS4 NM_182970
43118 RIMS4 NM_001205317
43119 YWHAB NM_139323
43120 YWHAB NM_003404
43121 PABPC1L NM_001124756
43122 TOMM34 NM_006809
43123 STK4-AS1 NR_038341
43124 STK4 NM_006282
43125 KCNS1 NM_002251
43126 WFDC5 NM_145652
43127 WFDC12 NM_080869
43128 PI3 NM_002638
43129 SEMG1 NM_003007
43130 SEMG2 NM_003008
43131 SLPI NM_003064
43132 MATN4 NM_030590
43133 MATN4 NM_030592
43134 MATN4 NM_003833
43135 RBPJL NM_001281448
43136 RBPJL NM_014276
43137 RBPJL NM_001281449
43138 SDC4 NM_002999
43139 SYS1 NM_001197129
43140 SYS1 NM_033542
43141 SYS1 NM_001099791
43142 SYS1-DBNDD2 NR_003189
43143 TP53TG5 NM_014477
43144 DBNDD2 NM_001197139
43145 DBNDD2 NM_001048222
43146 DBNDD2 NM_001048221
43147 DBNDD2 NM_001197140
43148 DBNDD2 NM_018478
43149 DBNDD2 NM_001048224
43150 DBNDD2 NM_001048223
43151 DBNDD2 NM_001048225
43152 DBNDD2 NM_001048226
43153 PIGT NM_001184729
43154 PIGT NM_015937
43155 PIGT NR_047693
43156 PIGT NR_047695
43157 PIGT NM_001184730
43158 PIGT NR_047694
43159 PIGT NR_047692
43160 PIGT NM_001184728
43161 PIGT NR_047691
43162 MIR6812 NR_106870
43163 WFDC2 NM_006103
43164 SPINT3 NM_006652
43165 WFDC6 NM_080827
43166 EPPIN-WFDC6 NM_001198986
43167 EPPIN NM_020398
43168 WFDC8 NM_181510
43169 WFDC8 NM_130896
43170 WFDC9 NM_147198
43171 WFDC10A NM_080753
43172 WFDC11 NM_147197
43173 WFDC10B NM_172131
43174 WFDC10B NM_172006
43175 WFDC13 NM_172005
43176 SPINT4 NM_178455
43177 WFDC3 NM_080614
43178 DNTTIP1 NM_052951
43179 UBE2C NM_001281741
43180 UBE2C NR_104037
43181 UBE2C NM_001281742
43182 UBE2C NM_007019
43183 UBE2C NM_181799
43184 UBE2C NR_104036
43185 UBE2C NM_181800
43186 UBE2C NM_181801
43187 TNNC2 NM_003279
43188 SNX21 NM_033421
43189 SNX21 NM_001042633
43190 SNX21 NM_152897
43191 SNX21 NM_001042632
43192 ACOT8 NM_005469
43193 ZSWIM3 NM_080752
43194 ZSWIM3 NR_037628
43195 ZSWIM1 NM_080603
43196 SPATA25 NM_080608
43197 NEURL2 NM_080749
43198 NEURL2 NM_001278535
43199 CTSA NM_000308
43200 CTSA NM_001167594
43201 CTSA NM_001127695
43202 PLTP NM_182676
43203 PLTP NM_006227
43204 PLTP NM_001242920
43205 PLTP NM_001242921
43206 PCIF1 NM_022104
43207 ZNF335 NM_022095
43208 MMP9 NM_004994
43209 SLC12A5 NM_001134771
43210 SLC12A5 NM_020708
43211 NCOA5 NM_020967
43212 CD40 NM_152854
43213 CD40 NM_001250
43214 CDH22 NM_021248
43215 SLC35C2 NM_001281457
43216 SLC35C2 NM_173179
43217 SLC35C2 NM_015945
43218 SLC35C2 NM_001281458
43219 SLC35C2 NM_001281460
43220 SLC35C2 NM_173073
43221 SLC35C2 NM_001281459
43222 ELMO2 NM_133171
43223 ELMO2 NM_182764
43224 ZNF663P NR_045983
43225 MKRN7P NR_026640
43226 ZNF334 NM_018102
43227 ZNF334 NM_001270497
43228 ZNF334 NR_073026
43229 OCSTAMP NM_080721
43230 SLC13A3 NM_001193342
43231 SLC13A3 NM_022829
43232 SLC13A3 NM_001193339
43233 SLC13A3 NM_001011554
43234 SLC13A3 NM_001193340
43235 TP53RK NM_033550
43236 SLC2A10 NM_030777
43237 EYA2 NM_005244
43238 EYA2 NM_172110
43239 MIR3616 NR_037410
43240 ZMYND8 NM_001281775
43241 ZMYND8 NM_012408
43242 ZMYND8 NM_183047
43243 ZMYND8 NM_001281782
43244 ZMYND8 NM_001281776
43245 ZMYND8 NM_001281781
43246 ZMYND8 NM_183048
43247 ZMYND8 NM_001281773
43248 ZMYND8 NM_001281774
43249 ZMYND8 NM_001281771
43250 ZMYND8 NM_001281784
43251 ZMYND8 NM_001281779
43252 ZMYND8 NM_001281780
43253 ZMYND8 NM_001281772
43254 ZMYND8 NM_001281783
43255 ZMYND8 NM_001281777
43256 ZMYND8 NM_001281778
43257 ZMYND8 NM_001281769
43258 LOC100131496 NR_024594
43259 NCOA3 NM_181659
43260 NCOA3 NM_006534
43261 NCOA3 NM_001174088
43262 NCOA3 NM_001174087
43263 SULF2 NM_001161841
43264 SULF2 NM_198596
43265 SULF2 NM_018837
43266 LOC101927457 NR_110027
43267 LOC101060004 NR_109942
43268 LINC00494 NR_026958
43269 PREX1 NM_020820
43270 ARFGEF2 NM_006420
43271 LOC102723483 NR_110624
43272 LOC102723483 NR_110625
43273 CSE1L NM_001316
43274 CSE1L NM_001256135
43275 CSE1L NR_045796
43276 STAU1 NM_004602
43277 STAU1 NM_017454
43278 STAU1 NM_017452
43279 STAU1 NM_001037328
43280 STAU1 NM_017453
43281 DDX27 NM_017895
43282 ZNFX1 NM_021035
43283 ZFAS1 NR_003605
43284 ZFAS1 NR_036658
43285 ZFAS1 NR_003606
43286 ZFAS1 NR_003604
43287 ZFAS1 NR_036659
43288 SNORD12C NR_002433
43289 SNORD12B NR_003695
43290 SNORD12 NR_003030
43291 KCNB1 NM_004975
43292 PTGIS NM_000961
43293 B4GALT5 NM_004776
43294 SLC9A8 NR_048540
43295 SLC9A8 NM_015266
43296 SLC9A8 NM_001260491
43297 SLC9A8 NR_048539
43298 SLC9A8 NR_048538
43299 SLC9A8 NR_048537
43300 SPATA2 NM_006038
43301 SPATA2 NM_001135773
43302 RNF114 NM_018683
43303 SNAI1 NM_005985
43304 TRERNA1 NR_051976
43305 UBE2V1 NM_001257393
43306 UBE2V1 NM_022442
43307 UBE2V1 NM_001257396
43308 UBE2V1 NM_001282577
43309 UBE2V1 NM_199144
43310 UBE2V1 NM_001257394
43311 UBE2V1 NM_001257399
43312 UBE2V1 NM_001282579
43313 UBE2V1 NM_001032288
43314 UBE2V1 NM_001257395
43315 TMEM189-UBE2V1 NM_199203
43316 UBE2V1 NR_047554
43317 UBE2V1 NM_001282576
43318 UBE2V1 NM_001282575
43319 UBE2V1 NM_001257398
43320 UBE2V1 NM_001257397
43321 UBE2V1 NM_021988
43322 UBE2V1 NM_001282578
43323 UBE2V1 NM_001282580
43324 UBE2V1 NR_104218
43325 TMEM189 NM_199129
43326 TMEM189 NR_027889
43327 TMEM189 NM_001162505
43328 LINC01273 NR_109943
43329 CEBPB NM_001285878
43330 CEBPB NM_001285879
43331 CEBPB NM_005194
43332 LINC01272 NM_001278655
43333 LINC01270 NR_034124
43334 LINC01271 NR_109950
43335 PTPN1 NM_002827
43336 PTPN1 NM_001278618
43337 MIR645 NR_030375
43338 FAM65C NR_110890
43339 FAM65C NM_080829
43340 FAM65C NM_001290268
43341 LOC100506175 NR_111906
43342 PARD6B NM_032521
43343 BCAS4 NM_198799
43344 BCAS4 NM_017843
43345 BCAS4 NM_001010974
43346 ADNP NM_001282532
43347 ADNP NM_001282531
43348 ADNP NM_015339
43349 ADNP NM_181442
43350 LOC101927631 NR_110009
43351 LOC101927631 NR_110007
43352 LOC101927631 NR_110008
43353 DPM1 NM_003859
43354 MOCS3 NM_014484
43355 KCNG1 NM_002237
43356 NFATC2 NM_001258292
43357 NFATC2 NM_001136021
43358 NFATC2 NM_001258295
43359 NFATC2 NM_001258297
43360 NFATC2 NM_173091
43361 NFATC2 NM_001258296
43362 NFATC2 NM_001258294
43363 NFATC2 NM_012340
43364 MIR3194 NR_036162
43365 ATP9A NM_006045
43366 SALL4 NM_020436
43367 LOC101927678 NR_110016
43368 ZFP64 NM_199427
43369 ZFP64 NM_022088
43370 ZFP64 NM_018197
43371 ZFP64 NM_199426
43372 LOC101927700 NR_110038
43373 TSHZ2 NM_173485
43374 TSHZ2 NM_001193421
43375 LOC101927770 NR_110051
43376 ZNF217 NM_006526
43377 SUMO1P1 NR_002189
43378 BCAS1 NM_003657
43379 MIR4756 NR_039913
43380 CYP24A1 NM_001128915
43381 CYP24A1 NM_000782
43382 PFDN4 NM_002623
43383 DOK5 NM_018431
43384 LOC101927796 NR_110064
43385 LOC102723578 NR_110629
43386 CBLN4 NM_080617
43387 MC3R NM_019888
43388 FAM210B NM_080821
43389 AURKA NM_198433
43390 AURKA NM_198436
43391 AURKA NM_198434
43392 AURKA NM_198437
43393 AURKA NM_198435
43394 AURKA NM_003600
43395 CSTF1 NM_001033521
43396 CSTF1 NM_001324
43397 CSTF1 NM_001033522
43398 CASS4 NM_001164116
43399 CASS4 NM_001164115
43400 CASS4 NM_020356
43401 CASS4 NM_001164114
43402 RTFDC1 NM_001283037
43403 RTFDC1 NM_016407
43404 RTFDC1 NM_001283035
43405 RTFDC1 NM_001283036
43406 GCNT7 NM_080615
43407 FAM209A NM_001012971
43408 FAM209B NM_001013646
43409 TFAP2C NM_003222
43410 BMP7 NM_001719
43411 LOC102723590 NR_110631
43412 MIR4325 NR_036219
43413 SPO11 NM_012444
43414 SPO11 NM_198265
43415 MIR5095 NR_039970
43416 RAE1 NM_003610
43417 RAE1 NM_001015885
43418 MTRNR2L3 NM_001190472
43419 RBM38 NM_017495
43420 RBM38 NM_001291780
43421 RBM38 NM_183425
43422 CTCFL NM_001269043
43423 CTCFL NM_001269042
43424 CTCFL NM_001269046
43425 CTCFL NM_001269041
43426 CTCFL NM_001269040
43427 CTCFL NM_080618
43428 CTCFL NM_001269054
43429 CTCFL NM_001269044
43430 CTCFL NM_001269049
43431 CTCFL NR_072975
43432 CTCFL NM_001269050
43433 CTCFL NM_001269048
43434 CTCFL NM_001269045
43435 CTCFL NM_001269047
43436 CTCFL NM_001269055
43437 CTCFL NM_001269051
43438 CTCFL NM_001269052
43439 PCK1 NM_002591
43440 ZBP1 NM_030776
43441 ZBP1 NM_001160417
43442 ZBP1 NM_001160418
43443 ZBP1 NM_001160419
43444 PMEPA1 NM_020182
43445 PMEPA1 NM_001255976
43446 PMEPA1 NM_199170
43447 PMEPA1 NM_199171
43448 PMEPA1 NM_199169
43449 MIR4532 NR_039757
43450 C20orf85 NM_178456
43451 PPP4R1L NR_003505
43452 RAB22A NM_020673
43453 VAPB NM_004738
43454 VAPB NR_036633
43455 VAPB NM_001195677
43456 APCDD1L NM_153360
43457 APCDD1L-AS1 NR_034147
43458 STX16 NR_037942
43459 STX16 NM_001204868
43460 STX16 NR_037943
43461 STX16 NM_003763
43462 STX16 NM_001134773
43463 STX16 NR_037941
43464 STX16 NM_001001433
43465 STX16-NPEPL1 NR_037945
43466 STX16 NM_001134772
43467 NPEPL1 NM_001204873
43468 NPEPL1 NM_001204872
43469 NPEPL1 NM_024663
43470 MIR296 NR_029844
43471 MIR298 NR_030580
43472 GNAS-AS1 NR_002785
43473 GNAS NM_016592
43474 GNAS NM_001077490
43475 GNAS NM_080425
43476 GNAS NR_003259
43477 GNAS NM_001077489
43478 GNAS NM_000516
43479 GNAS NM_001077488
43480 GNAS NM_080426
43481 NELFCD NM_198976
43482 CTSZ NM_001336
43483 TUBB1 NM_030773
43484 SLMO2-ATP5E NR_037929
43485 SLMO2-ATP5E NR_037930
43486 ATP5E NM_006886
43487 SLMO2 NM_001256403
43488 SLMO2 NM_016045
43489 ZNF831 NM_178457
43490 EDN3 NM_207033
43491 EDN3 NM_000114
43492 EDN3 NM_207034
43493 EDN3 NM_207032
43494 PHACTR3 NM_001199505
43495 PHACTR3 NM_080672
43496 LOC100506384 NR_040513
43497 PHACTR3 NM_001281507
43498 PHACTR3 NM_001199506
43499 PHACTR3 NM_183244
43500 PHACTR3 NM_183246
43501 SYCP2 NM_014258
43502 FAM217B NM_001190826
43503 PPP1R3D NM_006242
43504 FAM217B NM_001190827
43505 FAM217B NM_022106
43506 CDH26 NM_177980
43507 CDH26 NM_021810
43508 C20orf197 NM_173644
43509 LOC729296 NR_109916
43510 LOC729296 NR_109918
43511 LOC729296 NR_109917
43512 LOC284757 NR_046099
43513 LOC101928048 NR_109903
43514 MIR4533 NR_039758
43515 LOC100506470 NR_109919
43516 CDH4 NM_001794
43517 CDH4 NM_001252338
43518 CDH4 NM_001252339
43519 MIR1257 NR_031658
43520 TAF4 NM_003185
43521 LSM14B NM_144703
43522 PSMA7 NM_002792
43523 SS18L1 NM_198935
43524 MTG2 NM_015666
43525 HRH3 NM_007232
43526 OSBPL2 NM_001278649
43527 OSBPL2 NM_014835
43528 OSBPL2 NM_144498
43529 ADRM1 NM_175573
43530 ADRM1 NM_001281437
43531 ADRM1 NM_007002
43532 ADRM1 NM_001281438
43533 LAMA5 NM_005560
43534 MIR4758 NR_039915
43535 LOC101928158 NR_109924
43536 LOC101928158 NR_109923
43537 LOC101928158 NR_109922
43538 RPS21 NM_001024
43539 CABLES2 NM_031215
43540 RBBP8NL NM_080833
43541 GATA5 NM_080473
43542 C20orf166-AS1 NR_033263
43543 C20orf166 NM_178463
43544 MIR1-1 NR_029780
43545 MIR133A2 NR_029676
43546 SLCO4A1 NM_016354
43547 LOC100127888 NR_024470
43548 NTSR1 NM_002531
43549 LINC00659 NR_046224
43550 LINC00659 NR_046225
43551 MRGBP NM_018270
43552 OGFR-AS1 NR_102430
43553 OGFR NM_007346
43554 COL9A3 NM_001853
43555 TCFL5 NM_006602
43556 DPH3P1 NM_080750
43557 DIDO1 NM_001193369
43558 DIDO1 NM_033081
43559 DIDO1 NM_080797
43560 DIDO1 NM_001193370
43561 DIDO1 NM_022105
43562 DIDO1 NM_080796
43563 GID8 NM_017896
43564 SLC17A9 NM_022082
43565 BHLHE23 NM_080606
43566 LOC63930 NR_033370
43567 LINC00029 NR_028295
43568 LINC01056 NR_033369
43569 HAR1B NR_003245
43570 HAR1A NR_003244
43571 MIR124-3 NR_029670
43572 YTHDF1 NM_017798
43573 BIRC7 NM_139317
43574 BIRC7 NM_022161
43575 MIR3196 NR_036163
43576 NKAIN4 NM_152864
43577 FLJ16779 NR_024389
43578 ARFGAP1 NM_175609
43579 ARFGAP1 NM_001281482
43580 ARFGAP1 NM_001281484
43581 ARFGAP1 NM_018209
