counter txid length
44137 NM_001135148 2607
44138 NR_047670 2763
44139 NR_047671 675
44140 NR_047672 509
44141 NR_047673 3125
44142 NR_047674 3072
44143 NR_047675 1457
44144 NM_001242575 1726
44145 NR_047677 2705
44146 NR_040028 860
44147 NR_040029 2582
44148 NR_040020 2474
44149 NR_040021 2112
44150 NR_040022 3908
44151 NR_040023 8336
44152 NR_040024 1295
44153 NR_040025 2093
44154 NR_040026 1884
44155 NR_040027 1054
44156 NM_001145281 14610
44157 NM_001145280 15069
44158 NM_001145283 2301
44159 NM_001145282 1397
44160 NM_001145285 1335
44161 NM_001145284 2569
44162 NM_001145287 15844
44163 NM_001145286 1486
44164 NM_001145288 3833
44165 NM_001242400 4814
44166 NM_001204863 2038
44167 NM_001204862 1976
44168 NM_001204861 2115
44169 NM_001204860 2063
44170 NM_001145364 1298
44171 NM_001204864 1870
44172 NM_001204869 4734
44173 NM_001145365 11492
44174 NM_013401 2373
44175 NM_001184998 7760
44176 NM_001184999 7751
44177 NM_001242399 4529
44178 NM_001242397 3066
44179 NM_001184993 5095
44180 NM_001242395 2692
44181 NM_001242394 2896
44182 NM_001184996 1895
44183 NM_001184997 1748
44184 NM_001024455 4338
44185 NM_001145861 4685
44186 NM_001145860 4745
44187 NR_046750 457
44188 NM_001145862 2859
44189 NM_001271790 4333
44190 NM_001039888 3612
44191 NM_001039887 2147
44192 NM_001039886 3311
44193 NM_001039885 3474
44194 NR_026891 5942
44195 NR_026890 1440
44196 NR_026893 5157
44197 NR_026892 6794
44198 NR_026895 2449
44199 NR_026897 2315
44200 NR_026899 2862
44201 NM_033258 213
44202 NM_033259 1360
44203 NM_014369 3669
44204 NM_021810 1090
44205 NM_033250 2929
44206 NM_033251 4672
44207 NM_033253 2690
44208 NM_033254 4280
44209 NM_033255 3136
44210 NM_033256 777
44211 NM_033257 1217
44212 NM_001204386 4932
44213 NM_001278163 7122
44214 NM_001278162 7401
44215 NM_001278165 2109
44216 NM_001278164 2042
44217 NM_001278167 2127
44218 NM_001204387 4789
44219 NM_001278169 1898
44220 NM_001278168 1899
44221 NM_014365 2002
44222 NM_014364 1492
44223 NR_001573 317
44224 NR_002754 65
44225 NM_005306 2053
44226 NM_021949 6574
44227 NM_021948 3470
44228 NM_021947 2477
44229 NM_021946 7127
44230 NM_021945 5928
44231 NM_021944 2411
44232 NM_021943 3333
44233 NM_021942 4554
44234 NM_021940 3255
44235 NM_032281 4661
44236 NM_170723_1 2222
44237 NR_002838 1712
44238 NR_002835 2287
44239 NR_002834 2472
44240 NR_002837 961
44241 NR_002836 1972
44242 NR_002830 1702
44243 NR_002206_1 3629
44244 NR_002832 2320
44245 NM_001193414 2095
44246 NR_027942 1114
44247 NM_001277323 1098
44248 NM_001277324 1088
44249 NM_001277325 1088
44250 NR_024027 1476
44251 NM_001286832 2629
44252 NM_001014765 3320
44253 NM_001014764 862
44254 NM_001014763 1301
44255 NR_033878 621
44256 NM_001286515 4385
44257 NM_001286836 640
44258 NR_024028 524
44259 NM_001286516 2296
44260 NM_001195226 1993
44261 NM_001017924 3149
44262 NM_001195223 921
44263 NM_001195220 4455
44264 NM_001291230 6319
44265 NR_033873 4296
44266 NM_001195228 1499
44267 NM_001281723 2340
44268 NM_001199570 3456
44269 NR_033872 2386
44270 NM_001097604_2 621
44271 NM_001199577 2262
44272 NM_001097604_1 621
44273 NR_033875 3015
44274 NM_001199579 4064
44275 NM_001017921 1670
44276 NM_002118_1 1397
44277 NM_001281720 863
44278 NR_033877 2551
44279 NM_001281727 696
44280 NR_033876 2265
44281 NM_001281726 760
44282 NR_046260 2632
44283 NM_001270891 769
44284 NR_046262 5334
44285 NR_046264 2459
44286 NM_004359 1445
44287 NR_046266 1950
44288 NM_001270890 6260
44289 NR_046268 557
44290 NR_046269 764
44291 NM_001281724 2259
44292 NM_001270893 701
44293 NM_001291586 3333
44294 NM_001291587 3167
44295 NM_001270892 743
44296 NM_001291582 955
44297 NM_001291581 5800
44298 NM_001199682 1188
44299 NM_207419 3406
44300 NM_001291588 3002
44301 NM_001199687 3466
44302 NM_207418 2393
44303 NM_001159846 1507
44304 NM_001001503 1035
44305 NR_004862 5351
44306 NM_004350 4270
44307 NM_174983 2135
44308 NM_174981 1826
44309 NM_001282497 3752
44310 NM_001290189 3587
44311 NM_001290188 3317
44312 NM_001128168 2268
44313 NM_001290185 3467
44314 NM_001290184 3074
44315 NM_001290187 3766
44316 NM_001290186 2521
44317 NM_001160114 980
44318 NM_001160115 552
44319 NM_001160116 595
44320 NM_001160110 2377
44321 NM_001160111 2537
44322 NM_001160113 998
44323 NM_025256_5 3886
44324 NM_001010846 6183
44325 NM_001010847 1908
44326 NM_001010844 3448
44327 NM_001010845 2964
44328 NM_138973 5640
44329 NM_138972 5772
44330 NM_001166451 2035
44331 NM_138970 8578
44332 NM_005910 5810
44333 NM_001010848 3692
44334 NM_005911 3006
44335 NM_001291843 5492
44336 NM_005917 1649
44337 NM_001291841 5618
44338 NM_000275 3138
44339 NM_005915 3787
44340 NM_000276 5154
44341 NM_001214907 2876
44342 NM_001214906 2972
44343 NM_000273 1696
44344 NM_001270491 1104
44345 NR_002160 462
44346 NM_001146077 1452
44347 NM_014679 3178
44348 NM_014678 4022
44349 NM_014675 6656
44350 NM_014674 6153
44351 NM_014677 6420
44352 NM_014676 5379
44353 NM_014671 5181
44354 NM_014670 3185
44355 NM_014673 1238
44356 NM_014672 2873
44357 NM_003745 1216
44358 NR_108067 1901
44359 NM_003747 9599
44360 NM_003746 722
44361 NM_003741 3521
44362 NM_003740 3783
44363 NM_003743 6894
44364 NR_108066 2067
44365 NM_003749 6998
44366 NR_108065 2468
44367 NM_018571 2298
44368 NM_002298 3790
44369 NM_002299 6274
44370 NR_108064 2575
44371 NM_002290 7355
44372 NM_002291 5846
44373 NM_002292 5808
44374 NM_002293 7889
44375 NM_002294 6588
44376 NM_002295 1146
44377 NM_002296 3823
44378 NM_002297 789
44379 NM_052870 3242
44380 NM_052873 848
44381 NM_052872 808
44382 NM_052875 3669
44383 NM_052874 4544
44384 NM_052877 1496
44385 NM_052876 4500
44386 NM_052879 6518
44387 NM_005742 2333
44388 NM_005741 3285
44389 NM_005740 1487
44390 NM_005747 907
44391 NM_005746 4581
44392 NM_005745 1413
44393 NM_005744 5251
44394 NM_032641 1256
44395 NM_032642 2223
44396 NM_032643 2761
44397 NM_032645 1494
44398 NM_032646 3445
44399 NM_032647 1077
44400 NM_032648 956
44401 NM_032649 2198
44402 NM_006207 1905
44403 NR_003590 1633
44404 NM_003931 3220
44405 NM_001255979 1603
44406 NM_001255978 1817
44407 NR_033298 2169
44408 NR_033295 88
44409 NR_038242 4570
44410 NR_033297 2084
44411 NR_033296 2041
44412 NR_038247 2774
44413 NR_033290 3633
44414 NR_038245 3997
44415 NR_038244 4103
44416 NR_108069 1242
44417 NR_049789 4263
44418 NM_145024 2024
44419 NM_018398 3675
44420 NM_018392 6740
44421 NM_018393 2817
44422 NM_018390 5304
44423 NM_018396 2182
44424 NM_018397 3706
44425 NM_018394 2754
44426 NM_019625 3530
44427 NM_019624 3401
44428 NM_003934 3157
44429 NM_021246_1 402
44430 NM_013943 4434
44431 NM_001033564 2671
44432 NM_001033560 1793
44433 NM_013945 2254
44434 NM_170771 2396
44435 NM_170775 1457
44436 NM_170774 5285
44437 NM_001033568 3353
44438 NM_170776 2670
44439 NM_001037277 2744
44440 NM_001040159 2979
44441 NM_001040158 1921
44442 NM_003935 3206
44443 NM_001040157 4535
44444 NR_033435 7582
44445 NR_033434 6583
44446 NR_033437 6836
44447 NR_033436 2644
44448 NR_037950 1008
44449 NR_037951 3612
44450 NM_054114 3886
44451 NM_001243 3686
44452 NM_001240 7079
44453 NM_001241 6822
44454 NM_054110 4641
44455 NM_054111 2694
44456 NM_001244 3783
44457 NM_172165_3 2783
44458 NM_001248 2826
44459 NM_001249 2048
44460 NM_000597 1429
44461 NM_000596 1650
44462 NM_000591 1635
44463 NM_000590 591
44464 NR_110593 574
44465 NM_001123391_1 2260
44466 NM_000599 6239
44467 NM_000598 2613
44468 NM_001008221_1 1781
44469 NM_001008221_2 1781
44470 NM_012099 3286
44471 NM_012098 3572
44472 NM_012097 3169
44473 NM_012096 6060
44474 NM_012095 5127
44475 NM_012094 905
44476 NM_012093 3936
44477 NM_012092 2643
44478 NM_012091 3545
44479 NM_012090 17689
44480 NM_003938 4870
44481 NM_001004439 5009
44482 NM_016509 970
44483 NR_103561 1004
44484 NR_103560 4763
44485 NR_029856 111
44486 NR_003088 812
44487 NM_001244898 7996
44488 NM_001244896 7787
44489 NM_001244897 4347
44490 NM_001244892 438
44491 NR_036608 2072
44492 NR_002605 2904
44493 NM_001174046 2135
44494 NM_001174045 2220
44495 NM_001174044 2225
44496 NR_036605 2815
44497 NR_027982 2338
44498 NM_001008528 2504
44499 NM_001141970_1 2546
44500 NR_003082 2070
44501 NR_110911_1 1715
44502 NM_017919 6908
44503 NM_017918 1274
44504 NR_027024 3117
44505 NM_033310 1810
44506 NM_005343 1044
44507 NM_017911 2913
44508 NM_017910 1843
44509 NM_017913 1698
44510 NM_017912 3889
44511 NM_017915 3081
44512 NM_017914 895
44513 NM_017917 1834
44514 NM_017916 1246
44515 NR_028323 3337
44516 NR_028322 4370
44517 NR_028325 4370
44518 NR_028324 4874
44519 NR_028327 4273
44520 NR_028326 4614
44521 NR_028328 972
44522 NM_004906 2244
44523 NM_004907 2046
44524 NM_004904 8213
44525 NM_004905 1670
44526 NM_004902 2856
44527 NM_005342 3556
44528 NM_004900 1538
44529 NM_004901 5897
44530 NM_198834 9989
44531 NM_198836 9556
44532 NM_198837 9626
44533 NM_198830 4323
44534 NM_198833 3390
44535 NM_000623 4197
44536 NM_000621 5442
44537 NM_000620 12183
44538 NM_000627 5292
44539 NM_198839 10663
44540 NM_000625 4206
44541 NM_000624 2337
44542 NR_030386 93
44543 NR_030387 97
44544 NM_199244_1 1251
44545 NR_030385 83
44546 NR_030382 44
44547 NR_030383 89
44548 NR_030380 97
44549 NM_006504 5376
44550 NM_006505 5903
44551 NM_006506 2592
44552 NM_006507 806
44553 NM_006500 3332
44554 NR_030388 96
44555 NR_030389 96
44556 NM_001171170 1770
44557 NM_001171171 3256
44558 NM_001171172 3216
44559 NM_001171174 3152
44560 NM_001206626 1359
44561 NM_002648 2709
44562 NM_001031727 3177
44563 NM_205767 900
44564 NM_001031854 1820
44565 NR_028346_1 1730
44566 NM_006166 3482
44567 NM_172232 8177
44568 NM_172110 2465
44569 NM_172230 3051
44570 NR_029490 87
44571 NR_029491 96
44572 NR_029492 71
44573 NR_029493 72
44574 NR_029494 85
44575 NR_029495 73
44576 NR_029496 68
44577 NM_001282062 2105
44578 NR_029498 84
44579 NR_029499 77
44580 NM_001282068 2032
44581 NR_027922 1423
44582 NM_001271803 2191
44583 NR_027921 1471
44584 NM_001271805 1591
44585 NR_027927 2249
44586 NM_001271807 1287
44587 NM_001271808 1007
44588 NR_027928 4276
44589 NR_039719 66
44590 NM_001242370 2754
44591 NM_001111125 6011
44592 NM_024528 1585
44593 NM_001270707_6 1576
44594 NM_024522 2922
44595 NM_024523 4132
44596 NM_024520 1511
44597 NM_024526 2228
44598 NM_024527 2090
44599 NM_024524 7328
44600 NM_024525 3289
44601 NR_110649 1325
44602 NR_110646 6767
44603 NR_110647 2222
44604 NR_110644 1359
44605 NR_110643 498
44606 NM_006162 4724
44607 NR_037568 1950
44608 NR_037567 2078
44609 NR_037566 2334
44610 NM_001171820 3453
44611 NM_001287150 2855
44612 NR_103530 2962
44613 NM_006163 1681
44614 NM_001193269 2793
44615 NM_001163213 4293
44616 NM_016504 703
44617 NR_002557_1 1478
44618 NM_001243702 3351
44619 NR_027676 7111
44620 NM_145020 1824
44621 NM_001290212 1871
44622 NM_014337 4102
44623 NR_024615 2255
44624 NR_027690 3146
44625 NR_027691 3018
44626 NR_027692 2284
44627 NR_027694 1608
44628 NM_194300 4018
44629 NR_027696 2547
44630 NR_027697 2496
44631 NR_024616 1008
44632 NM_001004319 1014
44633 NM_001004318 2961
44634 NM_001004317 5505
44635 NM_001010889_1 1720
44636 NM_001004313 3092
44637 NM_001004312 1346
44638 NM_001004311 722
44639 NM_001004310 1943
44640 NM_001001794 2006
44641 NM_001001795 1932
44642 NM_001001790 746
44643 NM_001001791 2513
44644 NM_001173551 3527
44645 NM_001173552 3413
44646 NM_182519 2174
44647 NM_004680_1 2365
44648 NM_001539 1538
44649 NM_182515 8791
44650 NM_182517 1475
44651 NM_182511 2894
44652 NM_182513 654
44653 NM_058179 2256
44654 NM_058176 3140
44655 NM_058174 3153
44656 NM_058175 3446
44657 NM_058172 8042
44658 NM_058173 489
44659 NM_058170 3466
44660 NM_006045 7580
44661 NM_181809 5626
44662 NM_001530 4059
44663 NM_001287137 4788
44664 NR_102741 2220
44665 NM_001243985 2269
44666 NM_001243984 2371
44667 NM_201589 2373
44668 NM_001135844 2241
44669 NM_001533 2115
44670 NM_006044 4099
44671 NM_013365 3160
44672 NM_001536 1450
44673 NM_001537 1989
44674 NM_020632 3136
44675 NM_020633 1566
44676 NM_020630 4159
44677 NM_020631 4644
44678 NM_020637 513
44679 NM_020634 1224
44680 NM_018071 5936
44681 NM_172140 856
44682 NM_020638 3018
44683 NM_020639 3872
44684 NM_198196 4481
44685 NM_198195 2077
44686 NM_198194 2703
44687 NM_001242443 2252
44688 NM_001033605 4004
44689 NM_001033604 3914
44690 NM_001033602 6939
44691 NM_001242442 2191
44692 NM_001199974 2536
44693 NR_039714 73
44694 NM_001198979 2572
44695 NM_001198978 2488
44696 NM_001198974 1459
44697 NM_005103 1764
44698 NM_001161766 2371
44699 NM_001198973 2651
44700 NM_001198972 5327
44701 NM_018077 2809
44702 NM_181733 4817
44703 NM_006040 3203
44704 NR_015417 2243
44705 NR_015416 1600
44706 NR_015415 803
44707 NR_015414 1760
44708 NR_015413 1112
44709 NR_015411 4198
44710 NR_015410 1889
44711 NR_015419 3017
44712 NM_006043 1952
44713 NM_001244664 1841
44714 NM_001244666 1872
44715 NM_001282157 1669
44716 NR_047009 366
44717 NR_047003 513
44718 NR_047001 2418
44719 NR_047005 727
44720 NR_047004 567
44721 NM_006042 2527
44722 NM_018074 1397
44723 NM_001130722 4920
44724 NM_001130723 5065
44725 NM_001130720 5062
44726 NM_001130721 3189
44727 NM_001130726 3961
44728 NM_001130727 1779
44729 NM_001130725 941
44730 NM_020243 1379
44731 NM_005107 3146
44732 NM_002396 4622
44733 NR_110988 5142
44734 NR_030373 94
44735 NR_110982 464
44736 NM_001145124 3779
44737 NM_001145125 1680
44738 NM_001145127 1991
44739 NM_001145121 2185
44740 NM_001145122 3822
44741 NM_001145123 1813
44742 NM_001145128 6326
44743 NM_001257329 1789
44744 NM_006329 2633
44745 NM_207325 6028
44746 NM_207327 1492
44747 NM_207321 1713
44748 NM_207320 1689
44749 NM_207322 3445
44750 NM_207328 2824
44751 NM_005509 11173
44752 NM_005508 1657
44753 NM_005505 2742
44754 NM_005504 9672
44755 NM_005507 1257
44756 NM_005506 4767
44757 NM_005501 4885
44758 NM_005500 2534
44759 NM_005503 3637
44760 NM_005502 10502
44761 NM_001243475 928
44762 NM_001243474 2861
44763 NM_001243476 6273
44764 NM_001243473 1163
44765 NR_040253 2097
44766 NR_040252 2667
44767 NR_040251 2602
44768 NR_040250 1698
44769 NR_040254 1699
44770 NM_152657 2154
44771 NM_001129827 13624
44772 NM_001190383 5091
44773 NM_001252650 2356
44774 NM_001190384 4954
44775 NM_001129820 2882
44776 NM_032330 1009
44777 NR_110320 2511
44778 NR_110323 4778
44779 NM_032333 1748
44780 NM_032334 3691
44781 NR_110324 1102
44782 NM_032336 3841
44783 NR_110326 1001
44784 NM_020664 1583
44785 NM_152655 6822
44786 NM_001144961_6 1438
44787 NM_001038493 2182
44788 NM_001278645 684
44789 NM_001278646 717
44790 NM_001278647 2263
44791 NM_001278640 1134
44792 NM_001278641 1254
44793 NM_001278642 4730
44794 NR_104228 769
44795 NM_001278648 2284
44796 NM_020056_2 1152
44797 NM_001270437 5080
44798 NM_001270436 5124
44799 NM_001277423 1747
44800 NM_001270434 1145
44801 NM_001270433 1117
44802 NM_024747 2672
44803 NM_001136180 750
44804 NM_001271918 1543
44805 NM_001270439 2086
44806 NM_001270438 5056
44807 NR_104302 7004
44808 NM_020121 4929
44809 NM_024742 4673
44810 NR_037846_2 4060
44811 NM_138348 7896
44812 NR_039843 80
44813 NR_039840 85
44814 NR_039841 63
44815 NR_039846 78
44816 NR_039847 80
44817 NR_039844 74
44818 NR_039845 70
44819 NM_138340 2064
44820 NM_001193488 4392
44821 NM_138342 3155
44822 NM_138343 1308
44823 NM_138344 1834
44824 NM_138345 4020
44825 NM_138346 2823
44826 NM_001193489 7176
44827 NM_001278392 1125
44828 NM_001278393 4093
44829 NM_001278390 2885
44830 NM_001256790 5875
44831 NM_001267594 4684
44832 NM_001278398 2722
44833 NM_001278399 1690
44834 NM_022073 2722
44835 NR_002166 732
44836 NM_001267597 4795
44837 NM_197974 2910
44838 NM_197975 2440
44839 NM_197977 3289
44840 NM_197970 2775
44841 NM_197972 1608
44842 NR_002163 1203
44843 NM_205838_7 671
44844 NM_197978 2305
44845 NM_178571 1869
44846 NM_178570 2220
44847 NM_001277285 4758
44848 NM_001080143_1 1293
44849 NM_001080143_4 1293
44850 NM_001099685_1 1309
44851 NR_109954 726
44852 NR_109955 1694
44853 NR_109956 1161
44854 NR_109957 1928
44855 NR_109950 2250
44856 NR_109951 657
44857 NR_109952 1945
44858 NR_109953 1563
44859 NR_109958 760
44860 NR_109959 897
44861 NM_001098418_4 564
44862 NM_001042751 6067
44863 NM_001042750 6178
44864 NM_019860 3253
44865 NM_001033566 3257
44866 NM_001195388 5380
44867 NM_001994 2217
44868 NM_001995 3858
44869 NM_001992 3810
44870 NM_001993 2393
44871 NM_001990 6026
44872 NM_001991 4646
44873 NM_001195381 2272
44874 NM_001195382 2158
44875 NM_001998 4183
44876 NM_001999 10724
44877 NM_000029 2581
44878 NM_000028 7449
44879 NM_000025 2646
44880 NM_000024 2042
44881 NM_000027 2102
44882 NM_000026 1563
44883 NM_000021 6090
44884 NM_000020 4263
44885 NM_000023 1433
44886 NM_000022 1532
44887 NM_001167681 4035
44888 NM_001034077_1 396
44889 NM_001098418_2 564
44890 NM_153237 1243
44891 NM_153236 1229
44892 NM_153235 4684
44893 NM_153234 3967
44894 NM_153232 1392
44895 NM_130809 4698
44896 NM_130808 4186
44897 NM_130807 3331
44898 NM_130806 2803
44899 NM_001168480 2897
44900 NM_130804 3044
44901 NR_038827 583
44902 NR_038826 2054
44903 NR_038825 2603
44904 NM_130800 2741
44905 NM_152899 1795
44906 NR_033257_4 732
44907 NR_033257_1 732
44908 NR_033257_3 732
44909 NR_033257_2 732
44910 NR_045024 635
44911 NM_001199723 1043
44912 NM_001164484 1411
44913 NM_001199729 1712
44914 NM_001164489 3134
44915 NM_006074 3091
44916 NM_006076 4811
44917 NM_006077 2489
44918 NM_006070 2073
44919 NM_001146187 8375
44920 NM_006072 562
44921 NM_006073 4770
44922 NM_006078 4523
44923 NM_006079 1936
44924 NM_174916 7745
44925 NM_017993 3042
44926 NR_036454 2951
44927 NR_036455 636
44928 NM_001079877 5468
44929 NM_001079874 3108
44930 NM_016519 2002
44931 NM_001079872 5182
44932 NM_001079870 3883
44933 NM_014700 4252
44934 NM_016512 794
44935 NM_016513 6238
44936 NM_016510 2527
44937 NM_016511 1779
44938 NM_016516 3994
44939 NM_001079878 3794
44940 NR_106763 60
44941 NM_005981 1740
44942 NR_074086 4930
44943 NR_074080 1700
44944 NR_074083 3028
44945 NM_014708 6965
44946 NR_003322_1 97
44947 NR_074088 1700
44948 NM_013357 1961
44949 NM_013356 1896
44950 NM_013355 3377
44951 NM_013354 2646
44952 NM_013353 1322
44953 NM_013352 4039
44954 NM_013351 2572
44955 NR_023353 1246
44956 NM_013359 2426
44957 NM_013358 3847
44958 NM_001033561 4475
44959 NM_001005609 5274
44960 NR_030638 117
44961 NR_030639 114
44962 NR_030636 94
44963 NR_030637 117
44964 NR_030634 83
44965 NR_030635 82
44966 NR_030632 91
44967 NR_030633 86
44968 NR_030630 77
44969 NR_030631 83
44970 NM_001005501 945
44971 NM_183002 5268
44972 NM_001005503 1038
44973 NM_001166220 1374
44974 NM_002314 3382
44975 NM_002317 5177
44976 NM_002316 5776
44977 NM_002311 3103
44978 NM_002310 10090
44979 NM_001166226 4630
44980 NM_002312 4098
44981 NM_002319 3236
44982 NM_002318 3810
44983 NM_001243790 941
44984 NM_001256569 2974
44985 NM_001256568 2994
44986 NM_001030047 1906
44987 NM_001256567 1469
44988 NM_001256566 3278
44989 NM_001256560 986
44990 NM_001242907_1 1877
44991 NM_001243794 2105
44992 NM_001145118 4632
44993 NM_080740 2158
44994 NM_017999 3556
44995 NM_001243797 2872
44996 NM_001243798 2877
44997 NM_001243799 4026
44998 NM_001113513 4946
44999 NM_178438 819
45000 NM_178439 2346
45001 NM_001177519 1398
45002 NM_178432 2369
45003 NM_178433 288
45004 NM_178430 594
45005 NR_002601 2125
45006 NM_001256696 1859
45007 NM_178434 425
45008 NM_178435 547
45009 NM_001008901 767
45010 NM_001145113 2452
45011 NR_027145_1 3217
45012 NR_052852 1337
45013 NM_001105538 4105
45014 NM_001099737 1453
45015 NM_001099736 1482
45016 NM_001099735 1478
45017 NM_001099733 3187
45018 NM_001030009 477
45019 NR_073029 1349
45020 NM_014828 4524
45021 NM_014829 5680
45022 NM_014824 4490
45023 NR_073023 1916
45024 NM_014826 10263
45025 NM_014827 4778
45026 NM_014820 4381
45027 NM_001030005 2012
45028 NM_014822 4063
45029 NM_014823 9708
45030 NM_001172775 8544
45031 NM_015258 4336
45032 NM_001197027 2140
45033 NM_015193 2948
45034 NM_015192 7089
45035 NM_015191 5678
45036 NM_015190 1437
45037 NM_015197 6649
45038 NM_015196 5016
45039 NM_001286059 10050
45040 NM_145728 7354
45041 NM_015199 6338
45042 NM_015198 5310
45043 NM_001177413 894
45044 NM_001009931 9632
45045 NM_001009932 3008
45046 NM_001009933 2750
45047 NM_001009934 2665
45048 NM_001009936 990
45049 NM_001009939 2267
45050 NM_001171713 2793
45051 NR_036106 76
45052 NR_036107 74
45053 NR_036104 77
45054 NR_036105 80
45055 NR_036102 66
45056 NR_036101 79
45057 NR_036108 82
45058 NR_036109 81
45059 NM_001033569 1427
45060 NM_001258343 2193
45061 NM_001258342 2289
45062 NM_001258341 2298
45063 NM_001258340 2394
45064 NM_001258346 1847
45065 NM_001258345 2154
45066 NR_107053 93
45067 NR_107052 65
45068 NR_107051 89
45069 NR_107050 89
45070 NR_107057 65
45071 NR_107056 82
45072 NR_107055 86
45073 NR_107054 78
45074 NR_107059 65
45075 NR_107058 70
45076 NR_031748 80
45077 NM_001035 16365
45078 NM_001034 3266
45079 NM_001037 1448
45080 NM_004004 2332
45081 NM_001031 382
45082 NM_001030 351
45083 NM_004001 2161
45084 NM_004000 1470
45085 NM_001039 3499
45086 NM_001038 3329
45087 NM_004009 14000
45088 NM_001164815 4817
45089 NM_001164814 4898
45090 NM_001164817 2518
45091 NM_001164816 2456
45092 NM_001164811 1158
45093 NM_001291625 4148
45094 NM_001283008 2513
45095 NM_001291624 4067
45096 NM_001291623 3939
45097 NM_003106 2512
45098 NM_001291622 4146
45099 NM_001030048 1335
45100 NM_001114382 5563
45101 NM_001146033 942
45102 NM_001146032 4882
45103 NM_001146030 3229
45104 NM_001146037 4226
45105 NM_001146036 4058
45106 NM_001146184 8683
45107 NM_001146039 1707
45108 NM_001031849 2512
45109 NM_001031848 1268
45110 NM_001105205 2507
45111 NM_001421 4178
45112 NM_001105204 3167
45113 NM_001204450 3720
45114 NM_001289608 3931
45115 NM_001289609 2765
45116 NM_001204451 2571
45117 NM_001243428 5131
45118 NR_110505 2567
45119 NM_001243429 4695
45120 NR_104307 2953
45121 NR_110504 2082
45122 NM_006575 4387
45123 NM_001426 2962
45124 NR_110526_1 2393
45125 NM_001281473 3412
45126 NM_001281471 6244
45127 NR_110506 1159
45128 NM_001281476 2883
45129 NM_001281474 3493
45130 NM_001282924 3089
45131 NM_001282925 6639
45132 NM_001282926 6621
45133 NM_001282927 6114
45134 NM_001282920 1981
45135 NM_001282921 2018
45136 NM_001282922 2650
45137 NM_001282923 4260
45138 NM_001003962 1475
45139 NM_001282928 3464
45140 NM_001282929 4242
45141 NM_005539 2938
45142 NR_102400 1095
45143 NM_194272 1994
45144 NM_194271 2056
45145 NM_194277 3202
45146 NM_001032392 3011
45147 NM_001032393 2380
45148 NM_194278 8100
45149 NM_194279 1088
45150 NM_001032396 2554
45151 NM_001032394 6877
45152 NM_001032395 6831
45153 NM_001171038_1 1341
45154 NM_007068 2281
45155 NM_007069 1385
45156 NM_007064 5752
45157 NM_007065 1671
45158 NM_007066 1195
45159 NM_007067 3646
45160 NM_007062 1853
45161 NM_053056 4289
45162 NM_001012277_2 1558
45163 NM_001167890 2432
45164 NM_006771 2837
45165 NM_001281299 641
45166 NM_001281298 632
45167 NM_001281297 846
45168 NM_001281296 2540
45169 NM_001281295 1378
45170 NM_001281294 4782
45171 NM_001281293 4890
45172 NR_045025 547
45173 NM_001244604 4280
45174 NR_026998 993
45175 NR_026999 4644
45176 NM_032978 4572
45177 NR_026994 1749
45178 NR_026995 4621
45179 NR_026991 2193
45180 NR_026992 1392
45181 NR_026993 2421
45182 NM_001243271 4467
45183 NM_001243270 6333
45184 NM_001243279 3751
45185 NM_020692 3148
45186 NM_004884 4479
45187 NM_001251969 1236
45188 NM_001251964 3126
45189 NM_001251967 2694
45190 NM_001251962 5254
45191 NM_001251963 5116
45192 NR_030179 137
45193 NR_030178 112
45194 NM_020696 5141
45195 NR_030171 116
45196 NR_030170 110
45197 NR_030173 94
45198 NR_030172 89
45199 NR_030175 82
45200 NR_030174 81
45201 NR_030177 83
45202 NR_030176 102
45203 NM_001286128 5208
45204 NM_001286129 2729
45205 NR_104638 1891
45206 NR_104639 2234
45207 NM_012275 2695
45208 NM_006339 1584
45209 NM_006338 3206
45210 NR_104632 599
45211 NM_001286121 3700
45212 NR_104630 393
45213 NM_001286123 2081
45214 NR_104636 1909
45215 NR_104637 2480
45216 NM_001286126 5274
45217 NR_104635 2007
45218 NM_001203251 5630
45219 NM_001203250 3049
45220 NM_001203258 2793
45221 NR_024220_2 120
45222 NM_001080146_7 1293
45223 NM_001270407 4219
45224 NR_077061 1702
45225 NM_001185061 2662
45226 NM_001185060 2487
45227 NM_001185063 2988
45228 NM_001185062 2434
45229 NM_001282459_2 1884
45230 NM_025027 4225
45231 NM_000347 6726
45232 NM_032361 1601
45233 NR_027715 1839
45234 NR_027714 1338
45235 NR_110313 2218
45236 NR_027711 521
45237 NR_027713 1828
45238 NR_027712 4243
45239 NM_152670 796
45240 NM_152671 2037
45241 NM_001034023 1585
45242 NM_152672 1455
45243 NM_001034024 1545
45244 NM_001198818 9362
45245 NM_001004434 2473
45246 NM_032364 3330
45247 NM_001004432 2606
45248 NM_001004431 1332
45249 NM_000341 2320
45250 NM_001198819 9529
45251 NM_203433 1077
45252 NM_001130102 1740
45253 NM_001130103 3137
45254 NM_001130100 3395
45255 NM_001130101 1751
45256 NM_001130106 1799
45257 NM_001130107 2513
45258 NM_001130105 5494
45259 NM_001270408 1747
45260 NM_001207053 1960
45261 NM_001207052 1307
45262 NM_001207051 7909
45263 NM_022119 1386
45264 NM_022118 5143
45265 NM_001207055 3961
45266 NM_022115 4881
45267 NM_022114 8723
45268 NM_001207059 2177
45269 NM_022116 3529
45270 NM_022111 8484
45271 NM_022113 5995
45272 NM_022112 1273
45273 NM_030927 5579
45274 NM_030926 2090
45275 NM_030925 3615
